[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.728Z - Started listening on: \\.\pipe\nx\C:\Users\tamph\AppData\Local\Temp\bf83c2739ed9ec946485\d.sock
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.741Z - [WATCHER]: Subscribed to changes within: D:\Workspace\angular\chat-app (native)
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.745Z - Established a connection. Number of open connections: 1
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.752Z - Closed a connection. Number of open connections: 0
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.753Z - Established a connection. Number of open connections: 1
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.758Z - [REQUEST]: Client Request for Project Graph Received
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.833Z - Time taken for 'loadSpecifiedNxPlugins' 6.516400000000033ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.860Z - Time taken for 'Load Nx Plugin: D:\Workspace\angular\chat-app\.nx\installation\node_modules\nx\src\plugins\package-json' 1095.054ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.910Z - Time taken for 'Load Nx Plugin: D:\Workspace\angular\chat-app\.nx\installation\node_modules\nx\src\plugins\project-json\build-nodes\project-json' 1143.8874ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.936Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.936Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.936Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.951Z - Time taken for 'loadDefaultNxPlugins' 1172.3215ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.987Z - Time taken for 'build-project-configs' 13.68769999999995ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.999Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:55.706Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:59.624Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:59.624Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:59.624Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:59.635Z - Time taken for 'hash changed files from watcher' 0.5667000003159046ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:59.647Z - Time taken for 'build-project-configs' 11.771899998188019ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:59.657Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:59.658Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:59.658Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:32:59.658Z - Time taken for 'total execution time for createProjectGraph()' 6.659099999815226ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:39:55.258Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:39:55.303Z - [WATCHER]: chat-app/src/app/shared/components/message/message.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:01.719Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:01.720Z - [REQUEST]: chat-app/src/app/shared/components/message/message.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:01.721Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:01.794Z - Time taken for 'hash changed files from watcher' 12.664299998432398ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:01.958Z - Time taken for 'build-project-configs' 167.25950000062585ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:02.012Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:02.015Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:02.015Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:02.016Z - Time taken for 'total execution time for createProjectGraph()' 40.53839999809861ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:02.389Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:06.842Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:06.903Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:21.438Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:21.444Z - [WATCHER]: chat-app/src/app/shared/components/message/message.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:21.839Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:23.760Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:27.849Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:27.850Z - [REQUEST]: chat-app/src/app/shared/components/message/message.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:27.850Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:27.856Z - Time taken for 'hash changed files from watcher' 0.7239999994635582ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:27.885Z - Time taken for 'build-project-configs' 24.710400000214577ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:27.893Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:27.893Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:27.893Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:27.893Z - Time taken for 'total execution time for createProjectGraph()' 6.546900000423193ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:38.487Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:38.489Z - [WATCHER]: chat-app/src/app/shared/components/message/message.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:38.843Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:40.517Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:44.910Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:44.910Z - [REQUEST]: chat-app/src/app/shared/components/message/message.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:44.910Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:44.921Z - Time taken for 'hash changed files from watcher' 1.558399997651577ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:44.958Z - Time taken for 'build-project-configs' 38.44310000166297ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:44.977Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:44.978Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:44.980Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:44.981Z - Time taken for 'total execution time for createProjectGraph()' 15.129799999296665ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:56.205Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:56.207Z - [WATCHER]: chat-app/src/app/shared/components/message/message.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:56.545Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:40:58.481Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:02.621Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:02.621Z - [REQUEST]: chat-app/src/app/shared/components/message/message.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:02.621Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:02.625Z - Time taken for 'hash changed files from watcher' 1.8537999987602234ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:02.634Z - Time taken for 'build-project-configs' 4.237900000065565ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:02.644Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:02.645Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:02.645Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:02.645Z - Time taken for 'total execution time for createProjectGraph()' 6.301699999719858ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:32.935Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:32.936Z - [WATCHER]: chat-app/src/app/shared/components/message/message.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:33.291Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:35.222Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:35.343Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:35.437Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:35.496Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:35.605Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:39.340Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:39.340Z - [REQUEST]: chat-app/src/app/shared/components/message/message.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:39.340Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:39.496Z - Time taken for 'hash changed files from watcher' 0.8850000016391277ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:39.504Z - Time taken for 'build-project-configs' 30.353799998760223ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:39.515Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:39.516Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:39.516Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:41:39.517Z - Time taken for 'total execution time for createProjectGraph()' 8.346599999815226ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:43:59.006Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:43:59.020Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:02.757Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.421Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.454Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.455Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.456Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.526Z - Time taken for 'hash changed files from watcher' 16.905699998140335ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.531Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.596Z - Time taken for 'build-project-configs' 78.80399999767542ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.624Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.625Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.625Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:05.626Z - Time taken for 'total execution time for createProjectGraph()' 27.35310000181198ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:41.350Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:41.351Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:41.730Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:47.758Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:47.758Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:47.758Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:47.768Z - Time taken for 'hash changed files from watcher' 0.48350000008940697ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:47.774Z - Time taken for 'build-project-configs' 8.446899998933077ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:47.793Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:47.795Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:47.795Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:44:47.795Z - Time taken for 'total execution time for createProjectGraph()' 12.607800003141165ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:45:42.301Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:45:53.629Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:45:53.632Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:45:54.280Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:45:56.518Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:00.078Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:00.080Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:00.081Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:00.146Z - Time taken for 'hash changed files from watcher' 24.226799998432398ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:00.208Z - Time taken for 'build-project-configs' 69.96249999850988ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:00.238Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:00.239Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:00.239Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:00.239Z - Time taken for 'total execution time for createProjectGraph()' 31.065499998629093ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:32.905Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:32.908Z - [WATCHER]: chat-app/src/app/shared/components/message/message.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:33.670Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:36.178Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:39.328Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:39.329Z - [REQUEST]: chat-app/src/app/shared/components/message/message.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:39.329Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:39.371Z - Time taken for 'hash changed files from watcher' 8.715500000864267ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:39.427Z - Time taken for 'build-project-configs' 65.64199999719858ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:39.463Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:39.463Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:39.464Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:46:39.464Z - Time taken for 'total execution time for createProjectGraph()' 33.86369999870658ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:01.991Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:02.008Z - [WATCHER]: chat-app/src/app/shared/components/message-input/message-input.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:04.899Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:07.486Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:07.543Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:08.453Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:08.454Z - [REQUEST]: chat-app/src/app/shared/components/message-input/message-input.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:08.454Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:08.520Z - Time taken for 'hash changed files from watcher' 21.293099999427795ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:08.614Z - Time taken for 'build-project-configs' 98.29389999806881ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:08.643Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:08.644Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:08.645Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:08.645Z - Time taken for 'total execution time for createProjectGraph()' 28.94040000066161ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:12.119Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:12.122Z - [WATCHER]: chat-app/src/app/shared/components/message-input/message-input.component.ts was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:13.006Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:13.575Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:13.580Z - [WATCHER]: chat-app/src/app/shared/components/message-input/message-input.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:16.486Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.392Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.546Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.546Z - [REQUEST]: chat-app/src/app/shared/components/message-input/message-input.component.ts,chat-app/src/app/shared/components/message-input/message-input.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.546Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.558Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.559Z - Time taken for 'hash changed files from watcher' 4.349300000816584ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.585Z - Time taken for 'build-project-configs' 10.455600000917912ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.603Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.604Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.605Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.605Z - Time taken for 'total execution time for createProjectGraph()' 19.99990000203252ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.640Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:50:18.688Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:54:58.207Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:54:58.232Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:01.618Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:04.163Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:04.168Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:04.946Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:04.952Z - [REQUEST]: chat-app/src/app/shared/components/user-list/user-list.component.html,chat-app/src/app/shared/components/user-list/user-list.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:04.953Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:05.244Z - Time taken for 'hash changed files from watcher' 111.0173000022769ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:05.399Z - Time taken for 'build-project-configs' 204.9734000004828ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:05.486Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:05.494Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:05.494Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:05.500Z - Time taken for 'total execution time for createProjectGraph()' 75.32030000165105ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:08.484Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:10.984Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:11.067Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:11.524Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:12.448Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:12.566Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:13.054Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:38.379Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:38.380Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:38.728Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:44.799Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:44.799Z - [REQUEST]: chat-app/src/app/shared/components/user-list/user-list.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:44.799Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:44.806Z - Time taken for 'hash changed files from watcher' 3.0328000001609325ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:44.848Z - Time taken for 'build-project-configs' 41.51119999960065ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:44.859Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:44.860Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:44.860Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T08:55:44.860Z - Time taken for 'total execution time for createProjectGraph()' 7.730399999767542ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:56:39.684Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:56:39.791Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:06.315Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:06.339Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:08.498Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:09.627Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:09.629Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:11.345Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.scss was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:11.347Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:12.757Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:12.758Z - [REQUEST]: chat-app/src/app/shared/components/user-list/user-list.component.scss
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:12.758Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:12.814Z - Time taken for 'hash changed files from watcher' 8.191600002348423ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:12.932Z - Time taken for 'build-project-configs' 119.82140000164509ms
[NX v21.2.4 Daemon Server] - 2025-07-17T08:57:12.994Z - [SYNC]: collect registered sync generators
